country_code,country_name,year,variable,valor
AT,Austria,2014,gini,27.6
AT,Austria,2015,gini,27.2
AT,Austria,2016,gini,27.2
AT,Austria,2017,gini,27.9
AT,Austria,2018,gini,26.8
AT,Austria,2019,gini,27.5
AT,Austria,2020,gini,27.0
AT,Austria,2021,gini,26.7
AT,Austria,2022,gini,27.8
AT,Austria,2023,gini,28.1
AT,Austria,2024,gini,28.4
BE,Belgium,2014,gini,25.9
BE,Belgium,2015,gini,26.2
BE,Belgium,2016,gini,26.3
BE,Belgium,2017,gini,26.1
BE,Belgium,2018,gini,25.7
BE,Belgium,2019,gini,25.1
BE,Belgium,2020,gini,25.3
BE,Belgium,2021,gini,24.1
BE,Belgium,2022,gini,24.7
BE,Belgium,2023,gini,24.3
BE,Belgium,2024,gini,24.6
CY,Cyprus,2014,gini,34.8
CY,Cyprus,2015,gini,33.6
CY,Cyprus,2016,gini,32.1
CY,Cyprus,2017,gini,30.8
CY,Cyprus,2018,gini,29.1
CY,Cyprus,2019,gini,31.5
CY,Cyprus,2020,gini,29.3
CY,Cyprus,2021,gini,29.3
CY,Cyprus,2022,gini,29.0
CY,Cyprus,2023,gini,29.3
CY,Cyprus,2024,gini,30.1
DE,Germany,2014,gini,30.7
DE,Germany,2015,gini,30.1
DE,Germany,2016,gini,29.5
DE,Germany,2017,gini,29.1
DE,Germany,2018,gini,31.1
DE,Germany,2019,gini,29.7
DE,Germany,2020,gini,30.5
DE,Germany,2021,gini,31.2
DE,Germany,2022,gini,29.0
DE,Germany,2023,gini,29.4
DE,Germany,2024,gini,29.5
EE,Estonia,2014,gini,35.6
EE,Estonia,2015,gini,34.8
EE,Estonia,2016,gini,32.7
EE,Estonia,2017,gini,31.6
EE,Estonia,2018,gini,30.6
EE,Estonia,2019,gini,30.5
EE,Estonia,2020,gini,30.5
EE,Estonia,2021,gini,30.6
EE,Estonia,2022,gini,31.9
EE,Estonia,2023,gini,31.8
EE,Estonia,2024,gini,30.8
EL,Greece,2014,gini,34.5
EL,Greece,2015,gini,34.2
EL,Greece,2016,gini,34.3
EL,Greece,2017,gini,33.4
EL,Greece,2018,gini,32.3
EL,Greece,2019,gini,31.0
EL,Greece,2020,gini,31.4
EL,Greece,2021,gini,32.4
EL,Greece,2022,gini,31.4
EL,Greece,2023,gini,31.8
EL,Greece,2024,gini,31.8
ES,Spain,2014,gini,34.7
ES,Spain,2015,gini,34.6
ES,Spain,2016,gini,34.5
ES,Spain,2017,gini,34.1
ES,Spain,2018,gini,33.2
ES,Spain,2019,gini,33.0
ES,Spain,2020,gini,32.1
ES,Spain,2021,gini,33.0
ES,Spain,2022,gini,32.0
ES,Spain,2023,gini,31.5
ES,Spain,2024,gini,31.2
FI,Finland,2014,gini,25.6
FI,Finland,2015,gini,25.2
FI,Finland,2016,gini,25.4
FI,Finland,2017,gini,25.3
FI,Finland,2018,gini,25.9
FI,Finland,2019,gini,26.2
FI,Finland,2020,gini,26.5
FI,Finland,2021,gini,25.7
FI,Finland,2022,gini,26.6
FI,Finland,2023,gini,26.6
FI,Finland,2024,gini,26.1
FR,France,2014,gini,29.2
FR,France,2015,gini,29.2
FR,France,2016,gini,29.3
FR,France,2017,gini,28.8
FR,France,2018,gini,28.5
FR,France,2019,gini,29.2
FR,France,2020,gini,29.2
FR,France,2021,gini,29.3
FR,France,2022,gini,29.8
FR,France,2023,gini,29.7
FR,France,2024,gini,30.0
HR,Croatia,2014,gini,30.2
HR,Croatia,2015,gini,30.4
HR,Croatia,2016,gini,29.8
HR,Croatia,2017,gini,29.9
HR,Croatia,2018,gini,29.7
HR,Croatia,2019,gini,29.2
HR,Croatia,2020,gini,28.3
HR,Croatia,2021,gini,29.2
HR,Croatia,2022,gini,28.5
HR,Croatia,2023,gini,29.7
HR,Croatia,2024,gini,29.8
IE,Ireland,2014,gini,31.0
IE,Ireland,2015,gini,29.7
IE,Ireland,2016,gini,29.6
IE,Ireland,2017,gini,30.6
IE,Ireland,2018,gini,28.9
IE,Ireland,2019,gini,28.0
IE,Ireland,2020,gini,27.6
IE,Ireland,2021,gini,26.6
IE,Ireland,2022,gini,26.9
IE,Ireland,2023,gini,27.4
IE,Ireland,2024,gini,26.4
IT,Italy,2014,gini,32.4
IT,Italy,2015,gini,32.4
IT,Italy,2016,gini,33.1
IT,Italy,2017,gini,32.7
IT,Italy,2018,gini,33.4
IT,Italy,2019,gini,32.8
IT,Italy,2020,gini,32.5
IT,Italy,2021,gini,32.9
IT,Italy,2022,gini,32.7
IT,Italy,2023,gini,31.5
IT,Italy,2024,gini,32.2
LT,Lithuania,2014,gini,35.0
LT,Lithuania,2015,gini,37.9
LT,Lithuania,2016,gini,37.0
LT,Lithuania,2017,gini,37.6
LT,Lithuania,2018,gini,36.9
LT,Lithuania,2019,gini,35.4
LT,Lithuania,2020,gini,35.1
LT,Lithuania,2021,gini,35.4
LT,Lithuania,2022,gini,36.2
LT,Lithuania,2023,gini,35.7
LT,Lithuania,2024,gini,35.3
LU,Luxembourg,2014,gini,28.7
LU,Luxembourg,2015,gini,28.5
LU,Luxembourg,2016,gini,29.6
LU,Luxembourg,2017,gini,29.2
LU,Luxembourg,2018,gini,31.3
LU,Luxembourg,2019,gini,32.3
LU,Luxembourg,2020,gini,31.2
LU,Luxembourg,2021,gini,29.6
LU,Luxembourg,2022,gini,29.1
LU,Luxembourg,2023,gini,30.6
LU,Luxembourg,2024,gini,30.1
LV,Latvia,2014,gini,35.5
LV,Latvia,2015,gini,35.4
LV,Latvia,2016,gini,34.5
LV,Latvia,2017,gini,34.5
LV,Latvia,2018,gini,35.6
LV,Latvia,2019,gini,35.2
LV,Latvia,2020,gini,34.5
LV,Latvia,2021,gini,35.7
LV,Latvia,2022,gini,34.3
LV,Latvia,2023,gini,34.0
LV,Latvia,2024,gini,34.2
MT,Malta,2014,gini,27.7
MT,Malta,2015,gini,28.1
MT,Malta,2016,gini,28.6
MT,Malta,2017,gini,28.2
MT,Malta,2018,gini,28.7
MT,Malta,2019,gini,28.0
MT,Malta,2020,gini,30.3
MT,Malta,2021,gini,31.2
MT,Malta,2022,gini,31.1
MT,Malta,2023,gini,33.0
MT,Malta,2024,gini,30.8
NL,Netherlands,2014,gini,26.2
NL,Netherlands,2015,gini,26.7
NL,Netherlands,2016,gini,26.9
NL,Netherlands,2017,gini,27.1
NL,Netherlands,2018,gini,27.4
NL,Netherlands,2019,gini,26.8
NL,Netherlands,2020,gini,28.2
NL,Netherlands,2021,gini,26.4
NL,Netherlands,2022,gini,26.3
NL,Netherlands,2023,gini,26.5
NL,Netherlands,2024,gini,25.9
PT,Portugal,2014,gini,34.5
PT,Portugal,2015,gini,34.0
PT,Portugal,2016,gini,33.9
PT,Portugal,2017,gini,33.5
PT,Portugal,2018,gini,32.1
PT,Portugal,2019,gini,31.9
PT,Portugal,2020,gini,31.2
PT,Portugal,2021,gini,33.0
PT,Portugal,2022,gini,32.0
PT,Portugal,2023,gini,33.7
PT,Portugal,2024,gini,31.9
SI,Slovenia,2014,gini,25.0
SI,Slovenia,2015,gini,24.5
SI,Slovenia,2016,gini,24.4
SI,Slovenia,2017,gini,23.7
SI,Slovenia,2018,gini,23.4
SI,Slovenia,2019,gini,23.9
SI,Slovenia,2020,gini,23.5
SI,Slovenia,2021,gini,23.0
SI,Slovenia,2022,gini,23.1
SI,Slovenia,2023,gini,23.4
SI,Slovenia,2024,gini,23.8
SK,Slovakia,2014,gini,26.1
SK,Slovakia,2015,gini,23.7
SK,Slovakia,2016,gini,24.3
SK,Slovakia,2017,gini,23.2
SK,Slovakia,2018,gini,20.9
SK,Slovakia,2019,gini,22.8
SK,Slovakia,2020,gini,20.9
SK,Slovakia,2021,gini,21.8
SK,Slovakia,2022,gini,21.2
SK,Slovakia,2023,gini,21.6
SK,Slovakia,2024,gini,21.7
AT,Austria,2014,home_ownership_rate,57.2
AT,Austria,2015,home_ownership_rate,55.7
AT,Austria,2016,home_ownership_rate,55.0
AT,Austria,2017,home_ownership_rate,55.0
AT,Austria,2018,home_ownership_rate,55.4
AT,Austria,2019,home_ownership_rate,55.2
AT,Austria,2020,home_ownership_rate,55.3
AT,Austria,2021,home_ownership_rate,54.2
AT,Austria,2022,home_ownership_rate,51.4
AT,Austria,2023,home_ownership_rate,54.3
AT,Austria,2024,home_ownership_rate,54.5
BE,Belgium,2014,home_ownership_rate,72.0
BE,Belgium,2015,home_ownership_rate,71.4
BE,Belgium,2016,home_ownership_rate,70.9
BE,Belgium,2017,home_ownership_rate,72.4
BE,Belgium,2018,home_ownership_rate,72.3
BE,Belgium,2019,home_ownership_rate,71.4
BE,Belgium,2020,home_ownership_rate,71.1
BE,Belgium,2021,home_ownership_rate,71.3
BE,Belgium,2022,home_ownership_rate,72.4
BE,Belgium,2023,home_ownership_rate,71.9
BE,Belgium,2024,home_ownership_rate,70.3
CY,Cyprus,2014,home_ownership_rate,72.9
CY,Cyprus,2015,home_ownership_rate,73.0
CY,Cyprus,2016,home_ownership_rate,72.5
CY,Cyprus,2017,home_ownership_rate,70.7
CY,Cyprus,2018,home_ownership_rate,70.1
CY,Cyprus,2019,home_ownership_rate,70.0
CY,Cyprus,2020,home_ownership_rate,70.9
CY,Cyprus,2021,home_ownership_rate,71.3
CY,Cyprus,2022,home_ownership_rate,70.5
CY,Cyprus,2023,home_ownership_rate,70.1
CY,Cyprus,2024,home_ownership_rate,69.4
DE,Germany,2014,home_ownership_rate,52.5
DE,Germany,2015,home_ownership_rate,51.9
DE,Germany,2016,home_ownership_rate,51.7
DE,Germany,2017,home_ownership_rate,51.4
DE,Germany,2018,home_ownership_rate,51.5
DE,Germany,2019,home_ownership_rate,51.1
DE,Germany,2020,home_ownership_rate,50.5
DE,Germany,2021,home_ownership_rate,49.1
DE,Germany,2022,home_ownership_rate,46.5
DE,Germany,2023,home_ownership_rate,47.6
DE,Germany,2024,home_ownership_rate,47.2
EE,Estonia,2014,home_ownership_rate,81.5
EE,Estonia,2015,home_ownership_rate,81.5
EE,Estonia,2016,home_ownership_rate,81.4
EE,Estonia,2017,home_ownership_rate,81.8
EE,Estonia,2018,home_ownership_rate,82.4
EE,Estonia,2019,home_ownership_rate,81.7
EE,Estonia,2020,home_ownership_rate,81.4
EE,Estonia,2021,home_ownership_rate,81.6
EE,Estonia,2022,home_ownership_rate,82.0
EE,Estonia,2023,home_ownership_rate,80.7
EE,Estonia,2024,home_ownership_rate,79.3
EL,Greece,2014,home_ownership_rate,74.0
EL,Greece,2015,home_ownership_rate,75.1
EL,Greece,2016,home_ownership_rate,73.9
EL,Greece,2017,home_ownership_rate,73.3
EL,Greece,2018,home_ownership_rate,73.5
EL,Greece,2019,home_ownership_rate,75.4
EL,Greece,2020,home_ownership_rate,73.9
EL,Greece,2021,home_ownership_rate,73.3
EL,Greece,2022,home_ownership_rate,72.8
EL,Greece,2023,home_ownership_rate,69.6
EL,Greece,2024,home_ownership_rate,69.7
ES,Spain,2014,home_ownership_rate,78.8
ES,Spain,2015,home_ownership_rate,78.2
ES,Spain,2016,home_ownership_rate,77.8
ES,Spain,2017,home_ownership_rate,77.1
ES,Spain,2018,home_ownership_rate,76.3
ES,Spain,2019,home_ownership_rate,76.2
ES,Spain,2020,home_ownership_rate,75.1
ES,Spain,2021,home_ownership_rate,75.8
ES,Spain,2022,home_ownership_rate,76.0
ES,Spain,2023,home_ownership_rate,75.3
ES,Spain,2024,home_ownership_rate,73.7
FI,Finland,2014,home_ownership_rate,73.2
FI,Finland,2015,home_ownership_rate,72.7
FI,Finland,2016,home_ownership_rate,71.6
FI,Finland,2017,home_ownership_rate,71.4
FI,Finland,2018,home_ownership_rate,71.6
FI,Finland,2019,home_ownership_rate,71.1
FI,Finland,2020,home_ownership_rate,70.7
FI,Finland,2021,home_ownership_rate,70.3
FI,Finland,2022,home_ownership_rate,69.5
FI,Finland,2023,home_ownership_rate,69.2
FI,Finland,2024,home_ownership_rate,68.1
FR,France,2014,home_ownership_rate,65.0
FR,France,2015,home_ownership_rate,64.1
FR,France,2016,home_ownership_rate,64.9
FR,France,2017,home_ownership_rate,64.4
FR,France,2018,home_ownership_rate,65.1
FR,France,2019,home_ownership_rate,64.1
FR,France,2020,home_ownership_rate,63.6
FR,France,2021,home_ownership_rate,64.7
FR,France,2022,home_ownership_rate,63.4
FR,France,2023,home_ownership_rate,63.1
FR,France,2024,home_ownership_rate,61.2
HR,Croatia,2014,home_ownership_rate,89.7
HR,Croatia,2015,home_ownership_rate,90.3
HR,Croatia,2016,home_ownership_rate,90.0
HR,Croatia,2017,home_ownership_rate,90.5
HR,Croatia,2018,home_ownership_rate,90.1
HR,Croatia,2019,home_ownership_rate,89.7
HR,Croatia,2020,home_ownership_rate,91.3
HR,Croatia,2021,home_ownership_rate,90.5
HR,Croatia,2022,home_ownership_rate,91.1
HR,Croatia,2023,home_ownership_rate,91.2
HR,Croatia,2024,home_ownership_rate,91.0
IE,Ireland,2014,home_ownership_rate,68.4
IE,Ireland,2015,home_ownership_rate,69.6
IE,Ireland,2016,home_ownership_rate,69.5
IE,Ireland,2017,home_ownership_rate,69.5
IE,Ireland,2018,home_ownership_rate,70.3
IE,Ireland,2019,home_ownership_rate,68.9
IE,Ireland,2020,home_ownership_rate,69.6
IE,Ireland,2021,home_ownership_rate,69.8
IE,Ireland,2022,home_ownership_rate,70.5
IE,Ireland,2023,home_ownership_rate,69.4
IE,Ireland,2024,home_ownership_rate,69.3
IT,Italy,2014,home_ownership_rate,73.1
IT,Italy,2015,home_ownership_rate,72.9
IT,Italy,2016,home_ownership_rate,72.3
IT,Italy,2017,home_ownership_rate,72.4
IT,Italy,2018,home_ownership_rate,72.4
IT,Italy,2019,home_ownership_rate,72.4
IT,Italy,2020,home_ownership_rate,75.1
IT,Italy,2021,home_ownership_rate,73.7
IT,Italy,2022,home_ownership_rate,74.3
IT,Italy,2023,home_ownership_rate,75.2
IT,Italy,2024,home_ownership_rate,75.9
LT,Lithuania,2014,home_ownership_rate,89.9
LT,Lithuania,2015,home_ownership_rate,89.4
LT,Lithuania,2016,home_ownership_rate,90.3
LT,Lithuania,2017,home_ownership_rate,89.7
LT,Lithuania,2018,home_ownership_rate,89.9
LT,Lithuania,2019,home_ownership_rate,90.3
LT,Lithuania,2020,home_ownership_rate,88.6
LT,Lithuania,2021,home_ownership_rate,89.0
LT,Lithuania,2022,home_ownership_rate,88.6
LT,Lithuania,2023,home_ownership_rate,88.8
LT,Lithuania,2024,home_ownership_rate,87.4
LU,Luxembourg,2014,home_ownership_rate,72.5
LU,Luxembourg,2015,home_ownership_rate,73.2
LU,Luxembourg,2016,home_ownership_rate,73.9
LU,Luxembourg,2017,home_ownership_rate,74.7
LU,Luxembourg,2018,home_ownership_rate,71.2
LU,Luxembourg,2019,home_ownership_rate,70.9
LU,Luxembourg,2020,home_ownership_rate,68.4
LU,Luxembourg,2021,home_ownership_rate,71.1
LU,Luxembourg,2022,home_ownership_rate,72.4
LU,Luxembourg,2023,home_ownership_rate,67.6
LU,Luxembourg,2024,home_ownership_rate,63.5
LV,Latvia,2014,home_ownership_rate,80.9
LV,Latvia,2015,home_ownership_rate,80.2
LV,Latvia,2016,home_ownership_rate,80.9
LV,Latvia,2017,home_ownership_rate,81.5
LV,Latvia,2018,home_ownership_rate,81.6
LV,Latvia,2019,home_ownership_rate,80.2
LV,Latvia,2020,home_ownership_rate,81.2
LV,Latvia,2021,home_ownership_rate,83.2
LV,Latvia,2022,home_ownership_rate,83.1
LV,Latvia,2023,home_ownership_rate,82.8
LV,Latvia,2024,home_ownership_rate,83.7
MT,Malta,2014,home_ownership_rate,79.8
MT,Malta,2015,home_ownership_rate,80.4
MT,Malta,2016,home_ownership_rate,81.4
MT,Malta,2017,home_ownership_rate,81.3
MT,Malta,2018,home_ownership_rate,81.6
MT,Malta,2019,home_ownership_rate,79.8
MT,Malta,2020,home_ownership_rate,81.9
MT,Malta,2021,home_ownership_rate,81.9
MT,Malta,2022,home_ownership_rate,82.6
MT,Malta,2023,home_ownership_rate,74.7
MT,Malta,2024,home_ownership_rate,68.1
NL,Netherlands,2014,home_ownership_rate,67.0
NL,Netherlands,2015,home_ownership_rate,67.8
NL,Netherlands,2016,home_ownership_rate,69.0
NL,Netherlands,2017,home_ownership_rate,69.4
NL,Netherlands,2018,home_ownership_rate,68.9
NL,Netherlands,2019,home_ownership_rate,68.9
NL,Netherlands,2020,home_ownership_rate,69.1
NL,Netherlands,2021,home_ownership_rate,70.1
NL,Netherlands,2022,home_ownership_rate,70.6
NL,Netherlands,2023,home_ownership_rate,69.3
NL,Netherlands,2024,home_ownership_rate,68.8
PT,Portugal,2014,home_ownership_rate,74.9
PT,Portugal,2015,home_ownership_rate,74.8
PT,Portugal,2016,home_ownership_rate,75.2
PT,Portugal,2017,home_ownership_rate,74.7
PT,Portugal,2018,home_ownership_rate,74.5
PT,Portugal,2019,home_ownership_rate,73.9
PT,Portugal,2020,home_ownership_rate,77.3
PT,Portugal,2021,home_ownership_rate,78.3
PT,Portugal,2022,home_ownership_rate,77.8
PT,Portugal,2023,home_ownership_rate,76.0
PT,Portugal,2024,home_ownership_rate,73.4
SI,Slovenia,2014,home_ownership_rate,76.7
SI,Slovenia,2015,home_ownership_rate,76.2
SI,Slovenia,2016,home_ownership_rate,75.1
SI,Slovenia,2017,home_ownership_rate,75.6
SI,Slovenia,2018,home_ownership_rate,75.1
SI,Slovenia,2019,home_ownership_rate,74.8
SI,Slovenia,2020,home_ownership_rate,74.6
SI,Slovenia,2021,home_ownership_rate,76.1
SI,Slovenia,2022,home_ownership_rate,75.4
SI,Slovenia,2023,home_ownership_rate,75.2
SI,Slovenia,2024,home_ownership_rate,74.8
SK,Slovakia,2014,home_ownership_rate,90.3
SK,Slovakia,2015,home_ownership_rate,89.3
SK,Slovakia,2016,home_ownership_rate,89.5
SK,Slovakia,2017,home_ownership_rate,90.1
SK,Slovakia,2018,home_ownership_rate,91.3
SK,Slovakia,2019,home_ownership_rate,90.9
SK,Slovakia,2020,home_ownership_rate,92.3
SK,Slovakia,2021,home_ownership_rate,92.9
SK,Slovakia,2022,home_ownership_rate,93.0
SK,Slovakia,2023,home_ownership_rate,93.6
SK,Slovakia,2024,home_ownership_rate,93.1
AT,Austria,2014,unemployment_rate,6.0
AT,Austria,2015,unemployment_rate,6.1
AT,Austria,2016,unemployment_rate,6.5
AT,Austria,2017,unemployment_rate,5.9
AT,Austria,2018,unemployment_rate,5.2
AT,Austria,2019,unemployment_rate,4.8
AT,Austria,2020,unemployment_rate,6.0
AT,Austria,2021,unemployment_rate,6.2
AT,Austria,2022,unemployment_rate,4.8
AT,Austria,2023,unemployment_rate,5.1
AT,Austria,2024,unemployment_rate,5.2
BE,Belgium,2014,unemployment_rate,8.7
BE,Belgium,2015,unemployment_rate,8.7
BE,Belgium,2016,unemployment_rate,7.9
BE,Belgium,2017,unemployment_rate,7.2
BE,Belgium,2018,unemployment_rate,6.0
BE,Belgium,2019,unemployment_rate,5.5
BE,Belgium,2020,unemployment_rate,5.8
BE,Belgium,2021,unemployment_rate,6.3
BE,Belgium,2022,unemployment_rate,5.6
BE,Belgium,2023,unemployment_rate,5.5
BE,Belgium,2024,unemployment_rate,5.7
CY,Cyprus,2014,unemployment_rate,16.1
CY,Cyprus,2015,unemployment_rate,15.0
CY,Cyprus,2016,unemployment_rate,13.0
CY,Cyprus,2017,unemployment_rate,11.1
CY,Cyprus,2018,unemployment_rate,8.4
CY,Cyprus,2019,unemployment_rate,7.2
CY,Cyprus,2020,unemployment_rate,7.6
CY,Cyprus,2021,unemployment_rate,7.2
CY,Cyprus,2022,unemployment_rate,6.3
CY,Cyprus,2023,unemployment_rate,5.8
CY,Cyprus,2024,unemployment_rate,4.9
DE,Germany,2014,unemployment_rate,4.7
DE,Germany,2015,unemployment_rate,4.4
DE,Germany,2016,unemployment_rate,3.9
DE,Germany,2017,unemployment_rate,3.5
DE,Germany,2018,unemployment_rate,3.2
DE,Germany,2019,unemployment_rate,2.9
DE,Germany,2020,unemployment_rate,3.6
DE,Germany,2021,unemployment_rate,3.6
DE,Germany,2022,unemployment_rate,3.1
